date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:55	68606/68606	---M-Z	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2006:52:12%20GMT	https://validthemes.live/themeforest/ambrox/assets/css/animate.css	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/css/animate.css	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:56	58452/58452	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Mar%202023%2017:53:36%20GMT	https://validthemes.live/themeforest/ambrox/assets/css/validnavs.css	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/css/validnavs.css	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:56	154192/154192	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Nov%202021%2007:47:50%20GMT	https://validthemes.live/themeforest/ambrox/assets/css/helper.css	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/css/helper.css	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:56	26581/26581	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Mar%202023%2017:02:12%20GMT	https://validthemes.live/themeforest/ambrox/assets/css/unit-test.css	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/css/unit-test.css	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:57	138114/138114	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Mar%202023%2007:38:28%20GMT	https://validthemes.live/themeforest/ambrox/assets/css/style.css	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/css/style.css	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:57	95315/95315	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jan%202023%2000:35:52%20GMT	https://validthemes.live/themeforest/ambrox/index.html	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/index.html	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:58	206569/206569	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2001:48:32%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/banner-2.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/banner-2.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:58	10642/10642	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202022%2015:41:06%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/logo.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/logo.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:58	2176/2176	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202022%2015:44:26%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/logo-icon.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/logo-icon.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:59	7373/7373	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:54:12%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/4.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/4.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:59	161268/161268	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2021:18:02%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/illustration/1.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/illustration/1.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:39:59	10423/10423	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:52:02%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/icon/1.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/icon/1.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:00	11898/11898	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:52:02%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/icon/2.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/icon/2.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:00	144768/144768	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:54:12%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/7.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/7.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:00	11032/11032	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:52:02%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/icon/4.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/icon/4.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:01	7530/7530	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2002:32:36%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/1-light.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/1-light.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:01	150341/150341	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jan%202023%2000:27:20%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/banner/5.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/banner/5.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:01	439/439	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:54:12%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/10.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/10.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:01	39889/39889	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jan%202023%2000:47:18%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/portfolio/1.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/portfolio/1.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:02	51044/51044	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2006:13:14%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/portfolio/4.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/portfolio/4.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:02	56460/56460	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2006:16:10%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/portfolio/6.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/portfolio/6.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:02	45483/45483	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2006:14:02%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/portfolio/5.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/portfolio/5.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:03	48299/48299	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202022%2014:38:42%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/portfolio/7.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/portfolio/7.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:03	57258/57258	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jan%202023%2000:41:40%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/portfolio/8.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/portfolio/8.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:03	23402/23402	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jan%202023%2000:11:34%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/thumb/1.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/thumb/1.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:04	79624/79624	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jan%202023%2000:14:16%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/thumb/2.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/thumb/2.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:04	215113/215113	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jan%202023%2000:04:04%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/banner/2.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/banner/2.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:05	2285/2285	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:54:12%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/14.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/14.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:05	46486/46486	---M--	200	added ('OK')	image/webp	date:Tue,%2025%20Oct%202022%2005:40:48%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/2.webp	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/2.webp	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:05	277457/277457	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2021:48:56%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/illustration/3.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/illustration/3.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:05	3166/3166	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2018:18:50%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/logo/1-light.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/logo/1-light.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:06	2515/2515	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2018:18:32%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/logo/2-light.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/logo/2-light.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:06	2037/2037	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2018:18:00%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/logo/4-light.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/logo/4-light.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:06	2435/2435	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2018:17:46%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/logo/5-light.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/logo/5-light.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:07	2612/2612	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2018:18:16%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/logo/3-light.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/logo/3-light.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:07	50700/50700	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:54:50%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/team/1.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/team/1.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:07	5330/5330	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:54:12%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/15.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/15.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:08	51208/51208	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Jan%202023%2015:54:50%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/team/2.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/team/2.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:08	3610/3610	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jan%202023%2002:53:14%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/shape/16-light.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/shape/16-light.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:09	20116/20116	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Oct%202022%2008:42:40%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/blog/1.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/blog/1.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:09	86867/86867	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Oct%202022%2008:18:14%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/illustration/2.png	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/illustration/2.png	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:09	50644/50644	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Oct%202022%2008:44:38%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/blog/2.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/blog/2.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:09	26809/26809	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Oct%202022%2008:46:46%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/blog/3.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/blog/3.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:10	108959/108959	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jan%202023%2000:07:04%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/banner/4.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/banner/4.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:10	30085/30085	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Jul%202022%2017:22:12%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/team/v5.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/team/v5.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:10	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20May%202023%2014:40:10%20GMT	https://validthemes.live/themeforest/ambrox/$	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/$	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:10	48356/48356	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Jul%202022%2017:21:20%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/team/v2.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/team/v2.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:11	58506/58506	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Jul%202022%2017:21:00%20GMT	https://validthemes.live/themeforest/ambrox/assets/img/team/v3.jpg	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/img/team/v3.jpg	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:11	89500/89500	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2023:29:06%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/jquery-3.6.0.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/jquery-3.6.0.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:11	78129/78129	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2023:28:34%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/bootstrap.bundle.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/bootstrap.bundle.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:11	4474/4474	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Aug%202018%2009:45:20%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/jquery.appear.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/jquery.appear.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:12	5599/5599	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Aug%202018%2009:45:20%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/jquery.easing.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/jquery.easing.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:12	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Aug%202018%2009:45:20%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/jquery.magnific-popup.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/jquery.magnific-popup.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:12	15253/15253	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Aug%202018%2009:45:20%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/modernizr.custom.13711.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/modernizr.custom.13711.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:13	138767/138767	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2007%20Feb%202022%2008:01:02%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/swiper-bundle.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/swiper-bundle.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:13	8415/8415	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Aug%202018%2009:45:22%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/wow.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/wow.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:14	462/462	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Aug%202018%2009:45:20%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/progress-bar.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/progress-bar.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:14	4446/4446	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2023:57:42%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/circle-progress.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/circle-progress.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:15	35313/35313	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Aug%202018%2009:45:20%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/isotope.pkgd.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/isotope.pkgd.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:15	5441/5441	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2016%20Sep%202018%2021:45:28%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/imagesloaded.pkgd.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/imagesloaded.pkgd.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:16	2942/2942	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Sep%202021%2003:56:58%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/jquery.nice-select.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/jquery.nice-select.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:16	2621/2621	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Aug%202018%2009:45:18%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/count-to.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/count-to.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:16	1142/1142	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2004%20Oct%202020%2019:57:02%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/jquery.scrolla.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/jquery.scrolla.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:17	64021/64021	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2024%20Sep%202021%2005:21:46%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/YTPlayer.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/YTPlayer.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:17	2735/2735	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20Oct%202022%2021:50:14%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/typed.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/typed.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:17	107961/107961	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2029%20Jan%202022%2007:27:18%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/TweenMax.min.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/TweenMax.min.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:18	28070/28070	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Mar%202023%2016:37:46%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/validnavs.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/validnavs.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:18	10845/10845	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Mar%202023%2005:38:02%20GMT	https://validthemes.live/themeforest/ambrox/assets/js/main.js	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/js/main.js	(from https://validthemes.live/themeforest/ambrox/home-dark.html)
17:40:20	129916/129916	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Dec%202019%2017:42:28%20GMT	https://validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.eot	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.eot	(from https://validthemes.live/themeforest/ambrox/assets/css/font-awesome.min.css)
17:40:20	129916/129916	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Dec%202019%2017:42:28%20GMT	https://validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.eot?	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400d41d.eot	(from https://validthemes.live/themeforest/ambrox/assets/css/font-awesome.min.css)
17:40:21	78580/78580	---M--	200	added ('OK')	font/woff2	date:Sun,%2024%20Oct%202021%2008:22:46%20GMT	https://validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.woff2	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.woff2	(from https://validthemes.live/themeforest/ambrox/assets/css/font-awesome.min.css)
17:40:21	92216/92216	---M--	200	added ('OK')	font/woff	date:Sun,%2024%20Oct%202021%2008:22:46%20GMT	https://validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.woff	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.woff	(from https://validthemes.live/themeforest/ambrox/assets/css/font-awesome.min.css)
17:40:22	114816/114816	---M--	200	added ('OK')	font/ttf	date:Tue,%2028%20Aug%202018%2023:45:16%20GMT	https://validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.ttf	E:/template/cv%20temp/validthemes.live/themeforest/ambrox/assets/fonts/fa-brands-400.ttf	(from https://validthemes.live/themeforest/ambrox/assets/css/font-awesome.min.css)
